"Data Source","World Development Indicators",

"Last Updated Date","2020-05-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1681.91412776258","2088.77961763335","4014.66694848917","5436.24155555902","6287.2114038218","6874.18514960798","7237.14284663924","7546.85365653726","7938.64569329742","8250.07757303349","8748.62989182318","9512.07165685668","10027.1185710027","10621.7064252861","11223.5156582305","10939.923510702","11114.4969455931","11351.1412965768","11447.4570373821","11922.8596589248","12269.2741865394","12842.7035627634","13415.2690504336","13842.7120125885","14463.4073566994","",
"Belarus","BLR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8895.47651248387","8784.42045113033","7924.01489322442","7305.34258331295","6458.18614237422","5805.26691258759","5987.78568941429","6698.74456753512","7296.05459067832","7575.91832595163","8053.17363808324","8477.08401148315","8961.64111959338","9660.19368845286","10839.9562728165","11940.1865961058","13214.87158024","14417.3535308989","15942.8976797373","16010.439955622","17288.4043493433","18251.7809447653","18576.7286760826","18760.16352402","19066.8868190919","18307.5196678406","17822.6065945418","18280.1989190642","18885.2354999668","",
"Belize","BLZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4706.95418682334","5148.39810433045","5674.38062692607","5929.84793649745","5819.73531475101","5707.71490554668","5607.66926090753","5599.00610189671","5589.87540149183","5858.13552520124","6397.91890074479","6514.71588728685","6657.33488648038","7087.95807104515","7227.51343995107","7223.24257230123","7358.9551496321","7248.82351636506","7292.69795291176","7158.87908852902","7221.86789356753","7204.38664327845","7245.71049965316","7144.36589429522","7247.76257961762","7339.33721021265","7148.29586836613","7108.84141000296","7185.00337073045","",
"Bermuda","BMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4587.42736676647","4728.04952098074","4705.58516423228","4804.54456653895","4925.10709407848","5050.31113342409","5164.25072667871","5312.07765786449","5469.4697301874","5386.17920760374","5415.52990846153","5402.76513976611","5434.08880821322","5479.26505391024","5605.20496055473","5749.52852373043","5920.71165473162","6085.38580343391","6351.22815818389","6455.97423529228","6612.80778804951","6844.98181834211","7081.38679635457","7444.49010760035","7730.63823421249","7984.41334197684","8202.55070363515","8423.69682656065","8655.53009931298","",
"Brazil","BRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10517.6702873632","10490.4860853549","10264.7463476586","10566.2288416888","10949.5277655212","11250.5713609297","11317.6761085673","11520.3316390879","11383.8886823728","11269.0093507679","11597.1433448662","11598.6938525952","11796.9705534406","11782.4677716666","12312.3344290767","12561.8201732326","12917.9168849667","13560.5451000637","14110.3451381369","13957.6791202509","14868.3301408841","15318.3063061666","15473.7120210456","15800.0389651203","15744.3471113816","15059.2343677166","14446.4128054679","14519.8491302518","14596.2461623842","",
"Barbados","BRB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14131.7604542373","13530.3891288627","12712.5523615671","12765.3955761826","12971.9861016418","13180.3992343092","13648.3725237504","14234.6599088583","14702.4043435825","14690.7896526782","15283.9871339247","14868.5100217951","14934.8884933744","15209.50831806","15370.6967307295","15918.5968178148","16750.9664016806","16987.4099593832","17066.086964631","16169.9150248768","15761.3810375178","15588.8277222407","15539.2693234468","15294.3431980714","15240.0891245827","15548.8746162063","15876.9708823591","15825.2952924241","15724.0042656804","",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71230.8621432687","71404.8416578075","72704.6662227521","70909.5633968496","71175.8501368685","72446.4139578568","72694.6748326956","69940.8739634989","67984.2211135105","68541.6613801811","69023.0873287698","69484.5178929712","70770.5784148337","71483.5855633155","70616.8165026914","69787.4399246664","71843.3293226929","71052.0897666621","68855.6172615419","66850.4205006955","67751.3297831065","69388.6369440027","69091.7268010143","66714.5378861407","64296.6661518676","63140.5186970256","60865.9869452396","60995.6811141379","60388.9030876585","",
"Bhutan","BTN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2784.17262887892","2752.96310630541","2880.24888240679","2948.05068416105","3098.08957695959","3300.35618324445","3439.98293454028","3557.53686705682","3683.35576296827","3884.48865364518","4061.45092569491","4308.54702196042","4686.06408691001","4957.53703051254","5165.12495169484","5456.74979397934","5761.69755621243","6743.01610228571","6995.75846405159","7393.98324900908","8190.56426591765","8744.94502132571","9083.9914994037","9163.52484885512","9573.98905138696","10086.1975098449","10775.1464198611","11142.3999508069","11345.4449151598","",
"Botswana","BWA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9073.87091846853","9459.78889046748","9469.90214024763","9406.08283082893","9509.77856694105","9935.08026590346","10265.8286306726","10862.8629673288","10665.9536758089","11446.8828091012","11439.4793776936","11253.5009701683","11726.716640968","12058.6874004101","12166.607539878","12483.7629056481","13256.5068717591","14051.0153492506","14615.4402237574","13235.447683275","14125.8683278149","14769.9172679167","15245.4154818252","16785.6000151973","17263.8055650848","16713.7812423356","17116.4858586556","17253.2316097939","17629.8824358112","",
"Central African Republic","CAF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.67723366171","1165.23944953669","1060.63824569914","1033.83061916943","1053.74660625288","1098.89660696316","1027.65065878803","1055.25650631035","1078.45165398862","1091.36236075806","1040.10212036994","1062.72173523632","1077.95441086148","999.000974726645","1037.84676642657","1026.91339909884","1055.08887092458","1082.68510059648","1085.44076390296","1161.18947547434","1201.35137524232","1242.71564473679","1300.28763729694","824.943832052328","822.610457816902","852.749426426479","884.494416853048","912.80205230035","933.109550675102","",
"Canada","CAN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31999.2755866205","30944.7741188417","30855.952892615","31330.7831156424","32382.31525921","32912.3520370191","33097.4734302549","34172.7604830276","34838.0886200298","35928.0998447434","37345.5418990404","37461.2644509463","38324.2135663128","39427.7860753018","40590.5107924061","42217.734817801","43534.3763812995","46074.9526347","46037.9568163307","44182.4338615267","45043.8270560782","46008.8050176123","46313.9828418396","46895.0635525499","47757.6794161324","47729.6052376347","47714.6525794829","48552.5351569185","48786.7616479385","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13899.5035413143","12563.2416300337","12303.5155396024","12507.6594848279","13015.5161074775","13739.7685426059","14355.2145642401","14765.3225245958","15184.8988542114","15478.1071835015","16188.3021557224","16812.5414206966","17542.1147094478","18308.3957217436","19467.3125383432","20487.5195595343","21902.9138498527","23401.2544010788","24468.0994860302","23674.8967907891","24077.0804729248","24914.6429635615","25186.7882079156","25594.0646258925","26433.284583015","27523.8641901516","28463.6786700945","29936.043957337","31288.4948888744","",
"Switzerland","CHE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55609.4145916279","54415.7641696115","53795.5773247303","53240.7176276576","53488.6524287729","53387.9325578779","53439.6536122192","54558.6476189516","56023.1756877029","56701.5612713325","58603.6105112422","58998.1411079653","58648.7380212229","58238.2568793069","59445.0750228294","60905.4952356713","62938.6279760096","64943.5225706499","65505.2573820582","63254.3456104151","64478.6537410352","64845.0953822196","64805.7017738802","65251.2846116479","66038.7290646413","66161.8341701901","66570.6146830952","67139.0926995233","68488.3237282712","",
"Channel Islands","CHI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9543.89577516084","10120.5274572141","11066.5105207845","11605.2375237247","11998.5043513375","12875.3895732363","13556.6234107774","14367.7384016487","14797.4245479992","14556.581733587","15152.5700186134","15477.7728759852","15787.4239358292","16261.96711704","17254.4088480545","18056.1696140764","18995.1719290237","19715.1534126399","20193.4819071372","19668.1591984835","20602.4407804967","21644.4685415659","22577.1757685171","23261.6086972746","23422.7084539332","23681.7505736052","23760.39499583","23723.8050688266","24337.7003961579","",
"China","CHN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1411.80561177452","1522.1093883021","1717.31908739981","1933.11788469806","2160.86949622329","2371.5603009603","2579.8351111994","2789.28026608131","2979.16906429896","3179.94331211103","3422.89103379526","3681.51789174913","3990.83589798601","4364.07340825376","4776.87875126473","5290.03745010383","5929.70011727921","6738.29447428796","7351.06635566296","8002.15249478409","8810.61802136523","9605.97506045242","10310.6098347983","11056.8775991435","11804.0595945072","12555.2073029663","13328.6433561525","14149.923971025","15010.5564702227","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3292.58938907148","3177.35795474676","3058.2611452549","2946.75696749551","2870.35404539406","2974.34000164255","3102.55720211254","3119.67092522795","3177.16258176765","3139.31306212683","2995.51555262137","2928.25979048563","2816.17656720246","2719.79399404356","2696.47179111249","2685.49708141178","2668.00275420432","2656.13322739122","2663.33555829046","2687.75112567808","2678.70834427615","2500.81215720128","2701.93628596777","2870.15091941103","3045.31954906841","3232.06061554922","3402.32268665516","3572.19076055364","3741.00149707025","",
"Cameroon","CMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3222.94448109783","3008.80209665998","2831.18836001028","2532.74050209635","2514.80991177501","2531.46751770566","2571.74436331053","2635.78891123748","2683.49842163263","2726.66898829849","2750.51098804994","2795.87200139323","2837.96123279936","2889.28187305599","3003.25098501748","2982.02474476857","3002.13521299083","3064.12496777494","3084.9865014584","3067.22296361685","3086.22071585621","3126.78683572967","3180.77248327024","3262.76359451125","3362.66406748038","3458.69390039658","3524.44451445235","3554.52515589469","3603.54888184177","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1819.72331487329","1606.32651511465","1382.76209778604","1150.83625923026","1066.46811890921","1039.75299032853","1000.68908061378","921.422664261378","885.78591456114","828.209291759524","751.557820603605","715.677765670401","715.454456244054","732.536671398948","757.685942192326","778.967915675733","794.42958439436","817.069654396242","839.815586400063","835.611696147968","865.684026812839","894.826517711307","926.787843027251","972.455893446057","1029.79078465813","1065.24240955909","1055.57295486991","1059.8107753086","1085.24528712316","",
"Congo, Rep.","COG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3472.79071608004","3459.72209536223","3453.63946468129","3326.39535206613","3057.12436213963","3090.67660509683","3132.71686248922","3024.68738470819","3048.05066609219","2884.53129540801","3014.77755103223","3041.38552186828","3091.90475509361","3028.72861434126","3041.58400651853","3175.87910923908","3263.68961593335","3103.51231644373","3165.88403440017","3292.43916181551","3473.0556075833","3492.87291798814","3532.87176814768","3565.4431361933","3715.38248697315","3720.15848704483","3525.31836069023","3329.33898418887","3277.75939878946","",
"Colombia","COL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8388.98156686923","8390.67675540551","8561.61462906787","8850.75452925454","9190.52207469756","9492.79291298599","9516.81469481504","9674.33994354502","9567.02513587588","9015.56368095043","9131.62715812758","9140.46289532873","9227.36273011902","9448.26021582908","9812.09314949611","10136.1649818272","10684.7472444945","11276.4386609529","11507.5715365368","11517.4410986607","11892.5598501697","12645.0104444846","13020.5738758147","13492.1005507144","13988.0718464663","14234.4275376569","14335.2544552298","14312.1775058823","14458.8365150194","",
"Comoros","COM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3061.36066520465","2812.28913539376","2964.25746417511","2966.19654552037","2730.64576085555","2751.16408279301","2642.08295437406","2675.59327709342","2639.2823663896","2621.59116678145","2833.59624035973","2829.11909718321","2825.80594734497","2817.32242521488","2804.01326307654","2815.69291327112","2821.94748617799","2777.15954970239","2819.65016092119","2840.62867859911","2878.28640343664","2924.72277069478","2946.1778039865","3005.53517628425","2996.3793452042","2959.53997137324","2987.98905294039","3032.25468181699","3066.83784677933","",
