"Data Source","World Development Indicators",

"Last Updated Date","2020-05-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cabo Verde","CPV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1748.63402871735","1730.78210451391","1868.66989448377","1974.26216277784","2288.2533623296","2546.62755636605","2769.27507908582","3010.75353177212","3319.82702780429","3622.68821824009","4065.38446737757","4084.3690263706","4228.55126810951","4336.8169765995","4709.0578658008","4964.81890462933","5291.05883391903","6018.19591751224","6341.25723310809","6185.71007606689","6200.2176806489","6366.15403440727","6353.78315883202","6323.27761047042","6281.87881594054","6266.84595028906","6482.64831875424","6643.204610776","6900.02663923232","",
"Costa Rica","CRI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9542.06567278083","9506.37652138212","10113.9441047336","10555.2793978898","10752.9921534795","10922.3928993835","10793.2713275708","11128.6305207436","11637.5788655723","11842.622335967","12057.7929452698","12256.869573481","12453.9537132878","12787.0894855897","13148.6717265996","13465.3178510604","14240.8192962589","15196.9026899926","15695.0546682353","15344.6408258748","15905.2183394402","16390.7916383637","16975.8373987433","17162.9361332526","17568.8431544003","18010.0676417448","18577.2630950815","19011.9775375733","19319.6030806703","",
"Caribbean small states","CSS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10009.8056841731","10137.1499299195","10324.6368608829","10578.8762108269","10764.3695497151","10975.3903348774","11232.747243164","11471.9938814055","11683.4915385285","12055.6950545296","12396.9623909181","12579.2712874841","12956.0447958453","13648.7142318884","14108.2107978562","14509.9322432814","15398.7073858535","15806.9894244048","15923.3256195805","15275.2778555267","15377.8430802855","15455.9300890903","15536.3065861177","15591.2859616014","15565.8308566462","15637.223600031","15263.9611283211","15150.4467180866","15263.894512269","",
"Cuba","CUB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29669.8646067821","30562.3183466686","30646.1487257223","30107.1799579905","29653.9647137476","29102.8638428108","28829.0168947987","28963.4099644225","29227.0765763594","28883.1037792964","28543.3607059699","28313.0486187097","28040.0360514959","27503.7894380048","26826.5923787915","26548.7000044222","26009.5280033975","25475.4896636129","24982.1448487155","",
"Cayman Islands","CYM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86816.5706331884","85124.4531429858","82148.7277325077","79571.8325544169","78397.8375099168","77769.1009711777","76388.6174669614","79109.5056925872","80336.5387082518","80435.9852011307","77832.0063699024","70287.6229924782","66749.9948617636","66123.2185790316","65710.2224771414","65469.305442205","66195.4755874584","67104.7981428677","68248.2354326898","69420.5114565353","","",
"Cyprus","CYP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22426.0015502637","22014.5420571679","23451.6150582449","23052.3213902991","23912.680363035","25446.8077063515","25357.1368197515","25660.465116185","26896.7206116419","27926.7575492606","29279.5747022836","30110.5649470214","30875.6947541086","31302.896440139","32439.4455482406","33527.3883768362","34526.9399905126","35522.7340606105","35905.1594589531","34249.696763647","34037.8033398338","33313.5372341647","31678.8969837147","29671.8493507179","29441.1130712668","30608.4346088077","32523.9346618151","33628.1167131436","34569.2098653756","",
"Czech Republic","CZE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23661.7112261658","20963.6831792428","20836.1791994156","20827.4169396638","21425.6102450964","22772.542938515","23761.8234324542","23645.9894336651","23590.6016695585","23953.078906282","25045.2268041711","25870.7527071375","26349.0440974244","27306.2114599089","28637.2910939499","30466.1278437654","32466.0948093444","34085.5692629519","34710.7480526214","32856.0147077338","33505.2062512963","34030.442998817","33711.0490231477","33536.8724334961","34411.1911214653","36166.9931624967","36982.1887086232","38489.4963100125","39495.6274010371","",
"Germany","DEU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36640.003246059","38232.0920102205","38674.0570407454","38044.3822651792","38821.8153767718","39301.9714672169","39510.0850283135","40156.0050460038","40960.5704621276","41708.5607983245","42858.0189831488","43512.3729899114","43353.0686488749","43019.9061551859","43541.2580911849","43880.4697983758","45605.7420257348","47029.4977547019","47572.4164323177","44975.9611008627","46927.329489172","49681.286395794","49796.1557414519","49873.1147030086","50771.0402536316","51209.0864620046","51930.1627216947","53011.7681603117","53659.9892931257","",
"Djibouti","DJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4054.26351922229","4266.16307894512","4516.71361820419","4750.62288318729","4912.57572877859","5100.72666784201","",
"Dominica","DMA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7775.81790662848","7885.55624414627","8026.24320360314","8166.5565877175","8144.95512380195","8385.26933810826","8665.37000755092","8897.00184155153","9287.22235401622","9366.88255062534","9611.48325596661","9603.93025437541","9308.72803368697","9863.00476958952","10123.1711914088","10159.7221060442","10613.6429008459","11275.7308634483","12073.189361578","11927.9205437593","12003.5665733685","11970.2997081084","11835.3820873003","11708.6395949883","12217.5629901173","11872.4073907693","12154.7514389872","11304.3597107511","11533.4008897018","",
"Denmark","DNK","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39121.1621873761","39563.5600181481","40204.656191625","40075.2133173357","42069.8957966437","43118.3820219823","44118.4722148155","45368.2005173061","46206.4296969225","47411.4676342593","49023.7820960133","49250.5339121584","49322.3809378678","49380.2647665275","50566.9880884925","51606.1955866201","53449.6016251734","53696.9297818417","53109.0331784339","50233.7026878102","50946.763362866","51415.6741612409","51338.5937964275","51602.1786698821","52172.6064250178","53018.9324912058","54314.3809429729","55064.9088637057","56102.8219431727","",
"Dominican Republic","DOM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6203.20520091964","6143.85153797508","6706.02341683768","7068.1116349865","7122.37624542137","7396.83442384278","7707.39810333027","8255.56481152737","8670.43890220689","9043.60320315285","9322.13479420758","9410.03029520993","9690.59776491288","9424.79525313908","9533.31894379347","10291.3088793562","11087.4759488896","11756.4603275413","11980.8445302345","11944.3468825768","12782.4518985839","13024.3404607763","13219.7007852786","13702.3239332071","14499.6361158376","15328.3520552578","16166.6037522495","16735.3325859465","17711.7655341712","",
"Algeria","DZA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8607.16151643397","8297.20611192107","8250.34908339214","7899.62724882439","7668.08022413263","7808.89764350998","7987.7875900006","7946.25644630063","8227.10506677683","8370.97382199211","8571.83587795637","8714.0991691561","9085.50092511073","9616.17670946158","9898.36377613943","10337.6805912777","10359.8879068415","10547.220518307","10625.0770571556","10610.7685261558","10796.1149333358","10901.938958689","11054.7619797443","11138.9633338766","11329.4896783367","11510.8157020982","11637.9604797609","11550.6176378141","11479.5601711788","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2158.8820847728","2289.14711788499","2485.66744021222","2705.09883328381","2940.81336862576","3179.87481470499","3415.22576313233","3596.02550849759","3576.81028559074","3743.42879090259","3976.21245679715","4191.05793671357","4469.05759183593","4805.44199359333","5178.76519037394","5615.25155584901","6144.53795798576","6807.56750547194","7305.84850349443","7781.27775771856","8462.76042385362","9087.66643241122","9691.06258635072","10299.3119833717","10900.2993200177","11514.3426898071","12148.6289030508","12832.3115850747","13544.0318564674","",
"Early-demographic dividend","EAR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4527.14169715235","4625.99776802006","4718.08177880321","4785.98364215521","4857.74644903866","4916.1257803414","5107.36318316086","5235.30171339059","5241.1049222863","5277.56323213025","5413.7158441621","5394.97867252235","5428.05588821922","5640.00784366748","5900.74559653495","6161.44923506686","6438.3050486188","6715.66379094513","6849.2497565326","6864.5341951451","7210.66596492903","7466.56281922749","7678.58619452382","7923.72155150383","8184.08337904795","8484.49986365994","8808.0489543916","9129.44760051615","9425.24922443857","",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5071.77924971331","5270.08468193918","5470.2557049756","5679.09853054729","5947.87973325781","6253.99327875739","6562.54401439598","6776.84491715344","6690.23521232958","6894.84756600632","7223.62686021593","7419.86694419704","7720.61174121677","8079.14297709202","8526.64722945401","9002.24275221206","9568.04875455891","10273.2008871673","10707.4701974528","10987.0696935005","11791.3355924728","12401.9048370023","13007.5850980805","13634.10215673","14227.0114903111","14820.3039563109","15435.0470907747","16137.9664688109","16837.7134176299","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15299.3721975206","14363.0129578455","12742.3213908688","11880.8669303228","10528.2488473712","10292.7593357052","10211.3754685759","10434.1865617012","10244.5133035111","10470.9545053078","11296.8257248775","11676.2345613406","12320.3580490201","13148.1141978876","14250.3988555749","15235.0550137707","16458.6057747374","17714.972131901","18474.6666034167","17258.2460936515","18000.5942356044","18929.5517287039","19483.3442770265","20081.0587767578","20329.2612567516","20269.0220911854","20493.9959230281","21159.3293945385","21664.9274558121","",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23513.1547439236","23246.4688635316","22635.0478296577","22167.9255543356","21984.3583800277","22321.3878293501","22610.6916312233","23221.876492234","23685.4926039862","24331.0138245941","25433.6434680296","26032.7179738021","26537.9280579036","27117.8623622629","28087.8252775316","28924.4471542061","30150.8187445455","31330.9342864956","31694.7816273516","30082.3968855865","30825.03109255","31614.720930105","31691.7103305635","31924.7014711116","32342.2843436836","32759.7491298784","33238.2171539071","34079.2601095614","34742.3942592908","",
"Ecuador","ECU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8293.73824257742","8450.15222988674","8432.62023358615","8406.55307056777","8571.73768134477","8575.67566366473","8539.33434045247","8723.83267740791","8826.38699871056","8243.40707231585","8176.34444775576","8350.88080203137","8541.67230726848","8625.79251111208","9178.41942616197","9503.68919042493","9757.37163256092","9805.6491552277","10257.4003390408","10148.8577047785","10340.9682305541","10984.285208134","11431.3734031352","11818.5860816906","12078.4698435004","11896.3766290296","11551.6166736527","11617.9087583298","11571.7752157336","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6086.68707896124","6016.90728340345","6152.92879391897","6203.06798901944","6321.25070751336","6483.31468442807","6671.08970733891","6897.52113533966","7138.21112305166","7422.83529863807","7744.71523809311","7867.50755198301","7905.41263015171","8007.64557901094","8184.06580830494","8397.03322231274","8814.14685278313","9274.97681685124","9763.50469457093","10031.03184281","10340.0743535159","10302.4429670535","10301.1078078639","10290.1930191731","10353.6684072177","10570.4454607908","10795.8086274334","11014.4861365513","11366.3363290551","",
"Euro area","EMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32776.7317033373","33492.0961894598","33797.2668829583","33431.5462113641","34151.0586491701","34893.6147099259","35403.9144536069","36284.9111383306","37310.5270853456","38307.7817522455","39657.6548080894","40393.0772106195","40597.2602935384","40684.3941791041","41399.7751416653","41895.8496672977","43063.9530457005","44142.2324033219","44109.8478224625","41955.8344467822","42731.6906370738","43519.1190901468","43008.9412594397","42739.892728304","43191.6981259119","43977.298983053","44693.4436917495","45742.2569027392","46522.3959385928","",
"Eritrea","ERI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27598.3402344234","28229.0519397","28352.1630988327","27914.5876388367","28444.1013710492","29099.7256940767","29749.7601447858","30722.2357999262","31939.4207151329","33238.6602822338","34826.2887416304","35945.6338774218","36409.3505441254","36823.0529738928","37323.3712118714","38038.3734434592","38935.2472156638","39598.9070792721","39317.9259363344","37504.6336346297","37393.2116408274","36957.1347642127","35840.132947138","35441.6269194499","36039.6865479231","37450.9172237396","38553.6027656606","39575.5351485129","40329.9841465671","",
"Estonia","EST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11933.3956789654","11991.1166458426","12759.7064538942","13588.5306608657","15537.6274045005","16366.9138392452","16252.9512868587","17809.2060020081","18994.7307034058","20415.7379964141","22098.796686368","23735.7973395796","26137.541322585","28847.3857311452","31174.0544093025","29667.0656506567","25433.9416616962","26182.0559583368","28215.944730374","29197.8520485886","29696.409224341","30663.8502068091","31209.0979746975","32021.0631794111","33820.9187318032","35308.0862153163","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.338990329306","687.834970391512","606.027764528284","661.592914648871","659.370991545562","676.873708252176","737.260490986684","737.642400487124","691.509655066734","706.463908232238","728.075528420607","766.134298728059","755.755206592512","718.637780071408","793.430292253349","862.721224758133","930.088897480786","1008.56300848077","1087.16057107879","1150.69420704399","1259.55675037924","1361.51597870932","1437.98665083127","1545.83369893355","1657.33757871228","1779.83888195397","1895.70062998944","2021.30515023669","2103.12900246054","",
"European Union","EUU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28562.6706592977","28870.6389438372","29068.4190798816","28830.704867795","29528.5660945363","30293.1148959776","30845.6939844746","31622.5367918863","32522.2485494615","33397.7675964866","34660.7820439663","35399.2773315323","35763.7789859595","36024.2924719718","36885.4131209303","37518.5192588824","38766.2347199805","39926.3115982483","40147.6618175427","38337.1512499385","39077.0321018633","39866.7092097363","39521.9155988877","39421.4001251209","39977.6753806183","40863.795720103","41650.7377280454","42788.3285250938","43693.0151979724","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33004.918216833","30884.3960086776","29691.3671334958","29344.4729005358","30367.8479137302","31528.072090546","32577.2626077584","34537.9221427923","36326.0920617308","37829.1396007085","39930.1704451107","40879.0645516969","41476.2592696075","42206.5550602913","43764.3287507251","44827.1282058885","46453.8967546846","48707.8321877511","48861.7041338741","44702.0115766065","45915.6353685462","46867.586981105","45993.3185945536","45368.9425954132","45016.8159119652","45120.3140417256","46173.1727112491","47470.515883173","48199.9811664166","",
"Fiji","FJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8427.25051514789","8123.58229929868","8514.13582556157","8574.62220780374","8886.61461441425","8993.47304007152","9317.4846644891","9016.51681342364","9049.02141957735","9770.28966593214","9548.50045193949","9704.54156346159","9998.72375187402","10088.5760292755","10600.0979632771","10625.65655471","10740.5815982022","10543.2578275068","10536.5868824767","10289.8096039335","10517.6835100532","10756.7761693707","10888.1597711066","11396.528298948","12023.3973090762","12552.649850938","12812.0582613957","13429.3159184274","13808.0655060453","",
"France","FRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33871.7790925465","34037.668602151","34410.5182817193","34046.3506695546","34719.801258414","35323.4051268753","35695.9057054276","36400.871731306","37568.4430565554","38654.4273775416","39896.8957521204","40393.2897788132","40555.9575614168","40601.0045761969","41443.6314108613","41816.5258268856","42543.0979929711","43305.8929261528","43174.3423859503","41718.6170269805","42322.2907805719","43041.6131820618","42967.9203934861","42993.6606409703","43199.6349337331","43525.37070125","43888.0939692817","44783.4758735613","45479.7833012553","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3002.22782172028","3144.59135173795","3186.14284015843","3361.76101004419","3277.09245560023","3458.07441740533","3323.54642036551","3117.53261077693","3214.45742513655","3271.54864171201","3441.79387198275","3523.91245026458","3547.9226567534","3608.04800000267","3505.96691660185","3594.27311181145","3617.19560415946","3582.29273295165","3526.43354076225","3584.64613825261","3667.91633503534","3765.14977128865","3657.52689915491","3475.7106757088","3347.53259315264","3455.64979035416","3444.99764248483","3497.91754135142","3468.5688310987","",
"Gabon","GAB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18177.9775062625","18769.3120713917","17703.1659329586","17915.792954489","18098.0617956972","18513.3413104341","18701.656457936","19283.0622562833","19463.8659233726","17296.6667921523","16566.058123565","16521.0922241749","16092.2022677368","16059.4643160812","15765.980546568","15760.0429384617","14893.5547826218","15333.5327587166","14377.4551473122","13933.8424675268","14414.4776485914","14882.3865722955","15081.5446691558","15341.0856825981","15436.1793014659","15508.9717233787","15358.7208108303","15006.7640910411","14743.3895003601","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30344.3278389027","29921.5373515779","29951.446335876","30634.5906471778","31746.869039785","32793.8709109047","33525.4676213816","34728.2583237307","35889.3162483835","36996.1290456808","38131.3730583385","39114.6664781775","39854.7510886469","40973.2952958649","41708.0102593864","42739.7462349013","43609.7352915332","44323.2160511539","43852.1076311794","41672.9428140685","42153.6297467325","42469.6543228734","42799.1061804579","43422.9895227385","44228.3055977099","44912.8257998092","45428.7228031662","45974.8643523571","46330.3446112899","",
"Georgia","GEO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11145.5684662109","8732.20791483261","4774.32533202807","3349.60508682651","3047.80591366104","3246.79003485548","3743.87999973627","4272.56915926161","4515.58304960598","4741.70476873391","4923.69617667085","5240.97471557419","5577.67923719759","6236.47646487443","6638.83363891577","7321.83711605312","8057.21147254883","9118.16506350502","9367.10767547291","9105.67726245905","9745.56829228187","10551.0384255093","11309.2992542909","11751.7503493201","12263.0680239503","12611.0843056917","12969.0457877887","13589.7407310006","14247.6089751488","",
"Ghana","GHA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344.1915835146","2397.55912894988","2419.61327335732","2465.54526759326","2476.95086664399","2510.24596191195","2558.34873325324","2599.24745593685","2654.98153258495","2704.73132586679","2736.93753711267","2777.53837526638","2832.35945338296","2907.28196990874","2994.74958494545","3092.59691348257","3207.53153952901","3261.71023964934","3469.5172048527","3546.22994629174","3732.38206331236","4154.71775495542","4434.47831703315","4649.43938482464","4675.75856612863","4670.43162289555","4724.12511639727","4996.63870607304","5194.4390009745","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.64037268157","1503.80053143619","1511.11246506903","1545.64980264758","1565.26736487707","1594.930535906","1622.74920578589","1662.66111466232","1679.68991713766","1701.73017245527","1704.95741099015","1730.30232119089","1783.85061789347","1771.66089666406","1778.04879435899","1794.38394825604","1776.96760307924","1856.26050382764","1889.18872971564","1825.6735775169","1870.79858044028","1932.50356935107","2002.32221601369","2035.32067868684","2061.69360612704","2087.93648512031","2253.4763318361","2417.79918672692","2495.12751618809","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265.23821929458","2248.37603117851","2245.61299505496","2240.45140430172","2175.51834045115","2127.8785003978","2108.82849326172","2145.02375830506","2152.680255951","2220.49356422412","2270.49511194147","2327.34751516042","2180.85560815781","2257.27783637873","2341.1684895975","2216.19180439842","2137.81718540257","2137.85452523735","2205.11830766177","2283.18355590798","2346.72440487282","2091.82310674844","2135.75432796888","2131.43277120309","2038.79748108583","2058.65814621739","2036.87242048852","2072.6524500401","2144.22505358703","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1994.66965583784","2049.61396675926","2025.79988045028","2022.60486023333","2042.45739122701","2088.24763037997","2284.37326973851","2386.29100947962","1683.25167542116","1667.63436321484","1722.76321739948","1723.45164466731","1669.27158659525","1641.01868382057","1647.57806324477","1677.70993660064","1675.77139557957","1688.81607937933","1700.28551531301","1713.76238351983","1747.24207561816","1839.70098119593","1760.88618899105","1770.47829569467","1740.89056524607","1800.06856242958","1864.25989746029","1925.23773659951","1949.17757012701","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.98504939461","996.857617103503","1299.93419558003","1395.40346843854","1572.06560732385","1781.26487791249","2857.4524167295","6868.48036901694","8166.0525183119","9851.19091747141","11176.5005218392","17523.4341900307","20084.4650304267","21944.6974115529","29004.1867207309","32389.8617259435","33330.8055978041","36685.2987061645","41249.4386615226","39913.7326041035","34732.2559561868","35378.023284068","36671.3574356355","33678.7065474823","32436.4667929433","28313.6027630713","24827.072977646","22551.083245578","20359.8451441929","",
"Greece","GRC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24459.2843846523","24916.6325116704","24900.1129446883","24358.0000240487","24721.0703799291","25122.4973430243","25727.9101110465","26749.3292096524","27637.5940451337","28377.756375116","29369.7188977053","30424.5772306879","31502.4052334736","33248.3821996222","34844.7629667314","34950.8890189059","36815.7292908136","37924.2450275154","37696.9309621102","35980.9224651024","33965.7109973323","30909.4916089023","28808.3073737596","28077.3661308356","28474.11562719","28536.8465089853","28601.0632605563","29089.0140066987","29715.1224278718","",
"Grenada","GRD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8821.64479926618","8931.91171352224","8791.63220076738","8525.96943167599","8572.44555089082","8673.28223692458","8994.27782103213","9392.74926654712","10450.0152265183","11126.072850501","11624.4028439138","11343.2486401655","11689.5641671534","12750.2168337037","12626.1469120996","14259.1150623547","13654.3084830989","14455.0203915571","14555.1813474073","13549.8197841184","13424.2027706414","13455.5846325664","13219.6933411086","13439.9814878825","14330.0507563933","15156.3520847976","15628.1378199105","16234.746367358","16824.8928963649","",
"Greenland","GRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5739.80995729384","5812.09955737363","5951.92140983705","6042.42128842917","6141.79646071388","6299.45816789943","6340.6838106398","6470.94383431258","6644.0351195629","6745.91436511206","6831.26599525002","6829.8678288702","6928.99196595588","6938.60931479545","6991.51714795104","7054.56190914309","7267.05890189923","7554.15359881869","7631.50373311055","7505.6175958598","7555.20015670785","7702.04008578017","7763.56406147971","7882.83992271445","8043.02598692361","8206.35831266406","8291.46131643672","8353.16197544375","8449.59203006676","",
"Guam","GUM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3492.22362372401","3697.98195156833","3962.89350018824","4255.36121988562","4589.52719231072","4805.28181014284","5190.9488793476","5532.32682456049","5469.68370035412","5662.42412776748","5607.33218120148","5746.76589242587","5815.10931282204","5775.59955819125","5861.22017142931","5743.58924412738","6036.7566625063","6459.3815101253","6584.03536253728","6809.69513806623","7075.26222283705","7417.2437548934","7773.76263630347","8122.04641051474","8393.3960027228","8604.13238333123","8848.15067530797","8989.03827392901","9312.14664957379","",
"High income","HIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32031.0757202134","32293.110513857","32816.1829593178","32994.5794051961","33836.7977980706","34552.9765807662","35360.1901076923","36347.5903843324","37127.4946348799","38129.2455545077","39472.5321752422","39812.9836092929","40180.0417192888","40868.6318418534","42014.9060320883","42975.2272206071","44067.451175025","44999.5408553918","44881.75005244","43126.9850004764","44164.4978018998","44888.2980298904","45228.3550885042","45626.6277305595","46326.9373952344","47168.4741777196","47733.5761717505","48591.2308519638","49493.6682862045","",
